"","SNP","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","X","X.1","X.2","X.3","X.4","Gene","chr","start","end","width","strand","dis_start.positon","dis_positon.end"
"1308","PstI.TP434866","CmD_BI_mm.44",6,3914949,"CmD_BI_mm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.1434,9.785,NA,"",NA,NA,"","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1309","PstI.TP434866","CmD_BI_mm.44",6,3914949,"CmD_BI_mm","PS_Y(1)","124+36088im(1)","","","mrMLM(1)","","",0.1434,9.785,NA,"",NA,NA,"","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1310","PstI.TP434866","Bcirc_cm.49",6,3914949,"Bcirc_cm","PS_N(2);PS_Y(1)","124+36088im(3)","","","ISIS EM-BLASSO(1);mrMLM(1);pKWmEB(1)","","",0.1452,25.09,NA,"",NA,NA,"","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1311","PstI.TP434866","Bcirc_cm.49",6,3914949,"Bcirc_cm","PS_N(2);PS_Y(1)","124+36088im(3)","","","ISIS EM-BLASSO(1);mrMLM(1);pKWmEB(1)","","",0.1452,25.09,NA,"",NA,NA,"","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1312","PstI.TP434866","Bcirc_cm.49",6,3914949,"Bcirc_cm","PS_N(2);PS_Y(1)","124+36088im(3)","","","ISIS EM-BLASSO(1);mrMLM(1);pKWmEB(1)","","",0.1452,25.09,NA,"",NA,NA,"","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1313","PstI.TP434866","Yld_kg.20",6,3914949,"Yld","PS_N(3)","124+36088im(3)","","","FASTmrMLM(1)mrMLM(1)pLARmEB(1)","","",0.1452,19.54,NA,"PstI.TP424396",3,19276647,"PstI.TP424396\3\19276647","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1314","PstI.TP434866","Yld_kg.20",6,3914949,"Yld","PS_N(3)","124+36088im(3)","","","FASTmrMLM(1)mrMLM(1)pLARmEB(1)","","",0.1452,19.54,NA,"PstI.TP424396",3,19276647,"PstI.TP424396\3\19276647","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1315","PstI.TP434866","Yld_kg.20",6,3914949,"Yld","PS_N(3)","124+36088im(3)","","","FASTmrMLM(1)mrMLM(1)pLARmEB(1)","","",0.1452,19.54,NA,"PstI.TP424396",3,19276647,"PstI.TP424396\3\19276647","Sobic.006G022200.1","Chr06",3913531,3923044,9514,"+",-1418,-8095
"1317","PstI.TP446073","CmD_BI_mm.45",7,10755390,"CmD_BI_mm","PS_N(1)","C124+2560(1)","","","mrMLM(1)","","",0.0615,0,NA,"",NA,NA,"","Sobic.007G085300.1","Chr07",10754655,10756113,1459,"-",-735,-723
"1319","PstI.TP452173","CmD_BI_mm.46",2,10527282,"CmD_BI_mm","PS_Y(2)","C116+3293(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(1)","","",0.4784,14.69,NA,"",NA,NA,"","Sobic.002G098500.2","Chr02",10523637,10527896,4260,"-",-3645,-614
"1320","PstI.TP452173","CmD_BI_mm.46",2,10527282,"CmD_BI_mm","PS_Y(2)","C116+3293(2)","","","FASTmrMLM(1);ISIS EM-BLASSO(1)","","",0.4784,14.69,NA,"",NA,NA,"","Sobic.002G098500.2","Chr02",10523637,10527896,4260,"-",-3645,-614
"1321","PstI.TP452173","Yld_kg.21",2,10527282,"Yld","PS_N(1)","C116+3293(1)","","FarmCPU(1)","","","",0.4784,0.4677,NA,"PstI.TP434866",6,3914949,"PstI.TP434866\6\3914949","Sobic.002G098500.2","Chr02",10523637,10527896,4260,"-",-3645,-614
"1322","PstI.TP452173","Yld_kg.21",2,10527282,"Yld","PS_N(1)","C116+3293(1)","","FarmCPU(1)","","","",0.4784,0.4677,NA,"PstI.TP434866",6,3914949,"PstI.TP434866\6\3914949","Sobic.002G098500.2","Chr02",10523637,10527896,4260,"-",-3645,-614
"1323","PstI.TP454285","CmN.169",2,63153549,"CmN","PS_Y(1)","C116+3293(1)","CMLM+SUPER(1)","","","","",0.06466,1.517,NA,"",NA,NA,"","Sobic.002G242200.1","Chr02",63150942,63153974,3033,"-",-2607,-425
"1324","PstI.TP454285","CmN.169",2,63153549,"CmN","PS_Y(1)","C116+3293(1)","CMLM+SUPER(1)","","","","",0.06466,1.517,NA,"",NA,NA,"","Sobic.002G242200.1","Chr02",63150942,63153974,3033,"-",-2607,-425
"1325","PstI.TP454285","CmD_BI_mm.47",2,63153549,"CmD_BI_mm","PS_N(1)","C124+2560(1)","","FarmCPU(1)","","","",0.06452,11.45,NA,"",NA,NA,"","Sobic.002G242200.1","Chr02",63150942,63153974,3033,"-",-2607,-425
"1326","PstI.TP454285","CmD_BI_mm.47",2,63153549,"CmD_BI_mm","PS_N(1)","C124+2560(1)","","FarmCPU(1)","","","",0.06452,11.45,NA,"",NA,NA,"","Sobic.002G242200.1","Chr02",63150942,63153974,3033,"-",-2607,-425
"1328","PstI.TP457393","CmDW_g.43",1,60097068,"CmDW_g","PS_N(9)","C116+3293(5);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(2);ISIS EM-BLASSO(1);mrMLM(2);pKWmEB(1)","","",0.246,37.86,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1329","PstI.TP457393","CmDW_g.43",1,60097068,"CmDW_g","PS_N(9)","C116+3293(5);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(2);ISIS EM-BLASSO(1);mrMLM(2);pKWmEB(1)","","",0.246,37.86,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1330","PstI.TP457393","CmDW_g.43",1,60097068,"CmDW_g","PS_N(9)","C116+3293(5);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(2);ISIS EM-BLASSO(1);mrMLM(2);pKWmEB(1)","","",0.246,37.86,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1331","PstI.TP457393","CmDW_g.43",1,60097068,"CmDW_g","PS_N(9)","C116+3293(5);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(2);ISIS EM-BLASSO(1);mrMLM(2);pKWmEB(1)","","",0.246,37.86,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1332","PstI.TP457393","CmDW_g.43",1,60097068,"CmDW_g","PS_N(9)","C116+3293(5);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(2);ISIS EM-BLASSO(1);mrMLM(2);pKWmEB(1)","","",0.246,37.86,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1333","PstI.TP457393","CmDW_g.43",1,60097068,"CmDW_g","PS_N(9)","C116+3293(5);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(2);ISIS EM-BLASSO(1);mrMLM(2);pKWmEB(1)","","",0.246,37.86,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1334","PstI.TP457393","Yld_kg.22",1,60097068,"Yld","PS_N(2)","C124+2560(2)","","FarmCPU(1)","FASTmrEMMA(1)","","",0.246,31.02,NA,"PstI.TP452173",2,10527282,"PstI.TP452173\2\10527282","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1335","PstI.TP457393","Yld_kg.22",1,60097068,"Yld","PS_N(2)","C124+2560(2)","","FarmCPU(1)","FASTmrEMMA(1)","","",0.246,31.02,NA,"PstI.TP452173",2,10527282,"PstI.TP452173\2\10527282","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1336","PstI.TP457393","Yld_kg.22",1,60097068,"Yld","PS_N(2)","C124+2560(2)","","FarmCPU(1)","FASTmrEMMA(1)","","",0.246,31.02,NA,"PstI.TP452173",2,10527282,"PstI.TP452173\2\10527282","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1337","PstI.TP457393","Yld_kg.22",1,60097068,"Yld","PS_N(2)","C124+2560(2)","","FarmCPU(1)","FASTmrEMMA(1)","","",0.246,31.02,NA,"PstI.TP452173",2,10527282,"PstI.TP452173\2\10527282","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1338","PstI.TP457393","Yld_kg.22",1,60097068,"Yld","PS_N(2)","C124+2560(2)","","FarmCPU(1)","FASTmrEMMA(1)","","",0.246,31.02,NA,"PstI.TP452173",2,10527282,"PstI.TP452173\2\10527282","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1339","PstI.TP457393","Yld_kg.22",1,60097068,"Yld","PS_N(2)","C124+2560(2)","","FarmCPU(1)","FASTmrEMMA(1)","","",0.246,31.02,NA,"PstI.TP452173",2,10527282,"PstI.TP452173\2\10527282","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1340","PstI.TP457393","CmD_LI_mm.41",1,60097068,"CmD_LI_mm","PS_N(6)","C116+3293(2);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(1);mrMLM(2)","","",0.246,30.46,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1341","PstI.TP457393","CmD_LI_mm.41",1,60097068,"CmD_LI_mm","PS_N(6)","C116+3293(2);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(1);mrMLM(2)","","",0.246,30.46,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1342","PstI.TP457393","CmD_LI_mm.41",1,60097068,"CmD_LI_mm","PS_N(6)","C116+3293(2);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(1);mrMLM(2)","","",0.246,30.46,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1343","PstI.TP457393","CmD_LI_mm.41",1,60097068,"CmD_LI_mm","PS_N(6)","C116+3293(2);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(1);mrMLM(2)","","",0.246,30.46,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1344","PstI.TP457393","CmD_LI_mm.41",1,60097068,"CmD_LI_mm","PS_N(6)","C116+3293(2);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(1);mrMLM(2)","","",0.246,30.46,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1345","PstI.TP457393","CmD_LI_mm.41",1,60097068,"CmD_LI_mm","PS_N(6)","C116+3293(2);C124+2560(4)","","FarmCPU(1)","FASTmrEMMA(2);FASTmrMLM(1);mrMLM(2)","","",0.246,30.46,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1346","PstI.TP457393","CmN.171",1,60097068,"CmN","PS_N(10)","C106+4202(2);C116+3293(4);C124+2560(4)","","FarmCPU(2)","FASTmrEMMA(2);FASTmrMLM(2);mrMLM(3);pKWmEB(1)","","",0.246,30.22,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1347","PstI.TP457393","CmN.171",1,60097068,"CmN","PS_N(10)","C106+4202(2);C116+3293(4);C124+2560(4)","","FarmCPU(2)","FASTmrEMMA(2);FASTmrMLM(2);mrMLM(3);pKWmEB(1)","","",0.246,30.22,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1348","PstI.TP457393","CmN.171",1,60097068,"CmN","PS_N(10)","C106+4202(2);C116+3293(4);C124+2560(4)","","FarmCPU(2)","FASTmrEMMA(2);FASTmrMLM(2);mrMLM(3);pKWmEB(1)","","",0.246,30.22,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1349","PstI.TP457393","CmN.171",1,60097068,"CmN","PS_N(10)","C106+4202(2);C116+3293(4);C124+2560(4)","","FarmCPU(2)","FASTmrEMMA(2);FASTmrMLM(2);mrMLM(3);pKWmEB(1)","","",0.246,30.22,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1350","PstI.TP457393","CmN.171",1,60097068,"CmN","PS_N(10)","C106+4202(2);C116+3293(4);C124+2560(4)","","FarmCPU(2)","FASTmrEMMA(2);FASTmrMLM(2);mrMLM(3);pKWmEB(1)","","",0.246,30.22,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1351","PstI.TP457393","CmN.171",1,60097068,"CmN","PS_N(10)","C106+4202(2);C116+3293(4);C124+2560(4)","","FarmCPU(2)","FASTmrEMMA(2);FASTmrMLM(2);mrMLM(3);pKWmEB(1)","","",0.246,30.22,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1352","PstI.TP457393","Bcirc_cm.50",1,60097068,"Bcirc_cm","PS_N(1)","C116+3293(1)","","","FASTmrEMMA(1)","","",0.2198,12.16,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1353","PstI.TP457393","Bcirc_cm.50",1,60097068,"Bcirc_cm","PS_N(1)","C116+3293(1)","","","FASTmrEMMA(1)","","",0.2198,12.16,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1354","PstI.TP457393","Bcirc_cm.50",1,60097068,"Bcirc_cm","PS_N(1)","C116+3293(1)","","","FASTmrEMMA(1)","","",0.2198,12.16,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1355","PstI.TP457393","Bcirc_cm.50",1,60097068,"Bcirc_cm","PS_N(1)","C116+3293(1)","","","FASTmrEMMA(1)","","",0.2198,12.16,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1356","PstI.TP457393","Bcirc_cm.50",1,60097068,"Bcirc_cm","PS_N(1)","C116+3293(1)","","","FASTmrEMMA(1)","","",0.2198,12.16,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1357","PstI.TP457393","Bcirc_cm.50",1,60097068,"Bcirc_cm","PS_N(1)","C116+3293(1)","","","FASTmrEMMA(1)","","",0.2198,12.16,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1358","PstI.TP457393","CCirc_cm.33",1,60097068,"CCirc_cm","PS_N(4)","C116+3293(1);C124+2560(3)","","","FASTmrEMMA(1);FASTmrMLM(1);mrMLM(2)","","",0.2563,32.87,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1359","PstI.TP457393","CCirc_cm.33",1,60097068,"CCirc_cm","PS_N(4)","C116+3293(1);C124+2560(3)","","","FASTmrEMMA(1);FASTmrMLM(1);mrMLM(2)","","",0.2563,32.87,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1360","PstI.TP457393","CCirc_cm.33",1,60097068,"CCirc_cm","PS_N(4)","C116+3293(1);C124+2560(3)","","","FASTmrEMMA(1);FASTmrMLM(1);mrMLM(2)","","",0.2563,32.87,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1361","PstI.TP457393","CCirc_cm.33",1,60097068,"CCirc_cm","PS_N(4)","C116+3293(1);C124+2560(3)","","","FASTmrEMMA(1);FASTmrMLM(1);mrMLM(2)","","",0.2563,32.87,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1362","PstI.TP457393","CCirc_cm.33",1,60097068,"CCirc_cm","PS_N(4)","C116+3293(1);C124+2560(3)","","","FASTmrEMMA(1);FASTmrMLM(1);mrMLM(2)","","",0.2563,32.87,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1363","PstI.TP457393","CCirc_cm.33",1,60097068,"CCirc_cm","PS_N(4)","C116+3293(1);C124+2560(3)","","","FASTmrEMMA(1);FASTmrMLM(1);mrMLM(2)","","",0.2563,32.87,NA,"",NA,NA,"","Sobic.001G313800.1","Chr01",60096593,60097417,825,"+",-475,-349
"1364","PstI.TP458366","CCirc_cm.34",8,50730872,"CCirc_cm","PS_N(1)","C106+4202(1)","","FarmCPU(1)","","","",0.07547,0.8657,NA,"",NA,NA,"","Sobic.008G109200.1","Chr08",50729348,50731114,1767,"-",-1524,-242
"1365","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-",-129,-5763
"1366","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-",-129,-5763
"1367","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-",-129,-5760
"1368","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-",-129,-5789
"1369","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-",-129,-5789
"1370","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+",-2413,403
"1371","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+",-2413,403
"1372","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-",-129,-5763
"1373","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-",-129,-5763
"1374","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-",-129,-5760
"1375","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-",-129,-5760
"1376","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-",-129,-5732
"1377","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.7","Chr01",78162706,78168624,5919,"-",-129,-5789
"1378","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-",-129,-5736
"1379","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.8","Chr01",78162706,78168598,5893,"-",-129,-5763
"1380","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-",-129,-5763
"1381","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-",-129,-5754
"1382","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-",-129,-5760
"1383","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-",-129,-5763
"1384","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-",-129,-5754
"1385","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-",-129,-5763
"1386","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-",-129,-5732
"1387","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.9","Chr01",78162706,78168598,5893,"-",-129,-5763
"1388","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-",-129,-5736
"1389","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-",-129,-5732
"1390","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-",-129,-5754
"1391","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.3","Chr01",78162706,78168567,5862,"-",-129,-5732
"1392","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-",-129,-5760
"1393","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-",-129,-5736
"1394","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-",-129,-5760
"1395","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-",-129,-5737
"1396","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+",-2413,403
"1397","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.2","Chr01",78162706,78168595,5890,"-",-129,-5760
"1398","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514400.1","Chr01",78160422,78162432,2011,"+",-2413,403
"1399","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.6","Chr01",78162706,78168571,5866,"-",-129,-5736
"1400","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.10","Chr01",78162706,78168589,5884,"-",-129,-5754
"1401","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.4","Chr01",78162706,78168595,5890,"-",-129,-5760
"1402","PstI.TP459121","Cml_cm.49",1,78162835,"Cml_cm","PS_N(2)","C106+4202(1);C124+2560(1)","","","pKWmEB(1);pLARmEB(1)","","",0.0708,0,NA,"",NA,NA,"","Sobic.001G514500.5","Chr01",78162706,78168572,5867,"-",-129,-5737
