"","SNP","Trait.name","X","Chromosome","Position","P.value","maf","nobs","Rsquare.of.Model.without.SNP","Rsquare.of.Model.with.SNP","FDR_Adjusted_P.values","effect","Adj.P.P.value","Ind.SNP","Method","PS","Software","PVE"
"2350","PstI.TP1023146","HM_1",6382,11,7104,0.000632469826631021,0.051092976947025,106,NA,NA,0.0359917861862,NA,0.0359917861862,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.539775583656513"
"2351","PstI.TP1023531","HM_1",6216,3,73557384,0.000320623983249384,0.0819152009020527,106,NA,NA,0.0284947022950064,NA,0.0284947022950064,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.102040240263163"
"2352","PstI.TP1023559","FM_50",3817,7,58580474,0.00016530369835685,0.119526610611526,106,NA,NA,0.0384401768764331,NA,0.038440176876433,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.566979028776549"
"2353","PstI.TP1023559","GFW_1",4686,7,58580474,0.000768705769266241,0.119526610611526,106,NA,NA,0.0377713405239914,NA,0.0377713405239914,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.397775094784724"
"2354","PstI.TP1023559","HM_1",6595,7,58580474,0.00120955755154085,0.119526610611526,106,NA,NA,0.0470465582826151,NA,0.0470465582826151,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.41088638333142"
"2355","PstI.TP1025405","GHW_1",5397,11,7123,0.00056373104708584,0.0691793152348046,106,NA,NA,0.0363364134871006,NA,0.0363364134871006,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.30488376876216"
"2356","PstI.TP1026778","GHW_1",5167,1,69284392,0.000150161624176287,0.0532026793629449,106,NA,NA,0.022171562673834,NA,0.022171562673834,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0130122254704265"
"2357","PstI.TP1026778","HM_1",6136,1,69284392,0.00021549309710425,0.0532026793629449,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0100646408419633"
"2358","PstI.TP1027140","FD_1",3357,11,7140,0.000000522603952586309,0.100851625558023,106,NA,NA,0.00274199841842985,NA,0.00274199841842985,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.038173036854655"
"2359","PstI.TP1027140","FD_50",3451,11,7140,0.00000131115425172976,0.100851625558023,106,NA,NA,0.00297312347435544,NA,0.00297312347435543,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00918897850778175"
"2360","PstI.TP1027140","FM_50",3800,11,7140,0.000125326325318284,0.100851625558023,106,NA,NA,0.0353528044989232,NA,0.0353528044989232,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00204566814769602"
"2361","PstI.TP1027140","fprind",7343,11,7140,0.00000122975529259019,0.100851625558023,106,NA,NA,0.00284187228423181,NA,0.00284187228423181,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00342100590273531"
"2362","PstI.TP1027140","fprinW",7130,11,7140,0.00000300929488028216,0.100851625558023,106,NA,NA,0.0081795863231478,NA,0.0081795863231478,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00388315890361841"
"2363","PstI.TP1027140","FW_1",3895,11,7140,0.00000316351141712027,0.100851625558023,106,NA,NA,0.0146011031641185,NA,0.0146011031641185,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0538605415151121"
"2364","PstI.TP1027140","FW_50",3940,11,7140,0.00000410577922260319,0.100851625558023,106,NA,NA,0.0114445043648964,NA,0.0114445043648964,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00385857365372501"
"2365","PstI.TP1027140","GFW_1",4456,11,7140,0.000215363208619101,0.100851625558023,106,NA,NA,0.0186463314023547,NA,0.0186463314023548,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.105542863306514"
"2366","PstI.TP1027140","GFW_50",4801,11,7140,0.00000346718050135679,0.100851625558023,106,NA,NA,0.00851206569651722,NA,0.00851206569651722,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0139855520362316"
"2367","PstI.TP1027140","GHW_50",5649,11,7140,0.0000541562724437935,0.100851625558023,106,NA,NA,0.0456526528621583,NA,0.0456526528621583,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00150434668268942"
"2368","PstI.TP1027140","HD_1",5856,11,7140,0.000000784691044402799,0.100851625558023,106,NA,NA,0.00431568283423234,NA,0.00431568283423235,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0206102646416277"
"2369","PstI.TP1027140","HW_1",6831,11,7140,0.00027017146203705,0.100851625558023,106,NA,NA,0.0485457406512326,NA,0.0485457406512327,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0174804943148341"
"2370","PstI.TP1029976","FM_50",3816,10,44209597,0.000165222092134949,0.397127973654572,106,NA,NA,0.0384401768764331,NA,0.038440176876433,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0000920657669233186"
"2371","PstI.TP1031077","GFW_1",4474,10,689016,0.000247139825199036,0.0620915032679739,106,NA,NA,0.0201977139385405,NA,0.0201977139385405,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.68450524135492"
"2372","PstI.TP1031077","GHW_1",5354,10,689016,0.000476305430633086,0.0620915032679739,106,NA,NA,0.0342111828736794,NA,0.0342111828736794,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.27114395055807"
"2373","PstI.TP1031077","HM_1",5987,10,689016,0.0000553112209193117,0.0620915032679739,106,NA,NA,0.0204155288357845,NA,0.0204155288357845,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.33552538629799"
"2374","PstI.TP1031122","GS",5811,7,1303332,0.000109495189393585,0.0758650100683176,114,NA,NA,0.0221664935990061,NA,0.0221664935990062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.615869820454903"
"2375","PstI.TP1031387","GS",5683,11,7167,0.000000000000000692352935800307,0.310157722175909,114,NA,NA,0.0000000000181631869177852,NA,0.0000000000181631869177853,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.7623101290128"
"2376","PstI.TP103361","Lg",7004,2,74859736,0.000243495528446737,0.0540264539587302,114,NA,NA,0.038950376178486,NA,0.038950376178486,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.59634266448218"
"2377","PstI.TP1037372","GS",5763,2,59238183,0.0000150422922212518,0.428580824746765,114,NA,NA,0.00487184560657183,NA,0.00487184560657185,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.387792500353584"
"2378","PstI.TP1037440","Lg",7020,11,7206,0.000284360301484954,0.164080926852414,114,NA,NA,0.0411580565395992,NA,0.0411580565395992,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.86670327010919"
"2379","PstI.TP1040925","GFW_1",4311,1,23057306,0.0000504740044139359,0.285777497454565,106,NA,NA,0.00838060146705819,NA,0.00838060146705819,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.925725428415143"
"2380","PstI.TP1042685","GFW_1",4607,7,53939931,0.0005409150750408,0.161580631350451,106,NA,NA,0.031256312948503,NA,0.031256312948503,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.1911799683497"
"2381","PstI.TP1042909","Lg",6952,9,10342620,0.0000920513187433415,0.169280597172978,114,NA,NA,0.0215613776420788,NA,0.0215613776420788,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.740483223512587"
"2382","PstI.TP1043746","Lg",7028,11,7243,0.000305063892921415,0.0624108869818896,114,NA,NA,0.0424579243097907,NA,0.0424579243097907,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.27752004397035"
"2383","PstI.TP1044360","GS",5736,6,46082788,0.00000577641081957279,0.0667491714224986,114,NA,NA,0.00280626595260505,NA,0.00280626595260505,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.321952995802485"
"2384","PstI.TP1044533","FM_50",3715,10,781197,0.00000625249060763774,0.49146223684009,106,NA,NA,0.0178986458968544,NA,0.0178986458968544,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.333592378134216"
"2385","PstI.TP1044533","FW_50",4056,10,781197,0.00015883011554336,0.49146223684009,106,NA,NA,0.0336028165416493,NA,0.0336028165416492,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.540238117035482"
"2386","PstI.TP1044533","GFW_1",4482,10,781197,0.00026057270026226,0.49146223684009,106,NA,NA,0.0207777027923408,NA,0.0207777027923408,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.12078807200477"
"2387","PstI.TP1044533","GFW_50",4933,10,781197,0.000188235164761128,0.49146223684009,106,NA,NA,0.0350071756428796,NA,0.0350071756428796,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.595296668948574"
"2388","PstI.TP1044533","GHW_1",5548,10,781197,0.000958399161241139,0.49146223684009,106,NA,NA,0.0450585010681004,NA,0.0450585010681004,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.93017664285333"
"2389","PstI.TP1044533","HM_1",6266,10,781197,0.000399407074677563,0.49146223684009,106,NA,NA,0.0302871278853228,NA,0.0302871278853227,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.36742764611991"
"2390","PstI.TP104475","GHW_1",5540,11,861,0.00093680657185509,0.251653151054501,106,NA,NA,0.044603106206585,NA,0.044603106206585,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.87319067558323"
"2391","PstI.TP104475","HM_1",6602,11,861,0.00122161230746723,0.251653151054501,106,NA,NA,0.0470465582826151,NA,0.0470465582826151,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.97876282632593"
"2392","PstI.TP104876","GFW_1",4239,2,58864116,0.0000159900136991805,0.165312244628212,106,NA,NA,0.00485419503022415,NA,0.00485419503022415,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.779256777348033"
"2393","PstI.TP10501","GHW_1",5594,5,2382399,0.00109866891232121,0.461571635651505,106,NA,NA,0.0477193381553554,NA,0.0477193381553553,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.60227875287388"
"2394","PstI.TP1050510","GFW_1",4449,9,775588,0.000207417300051099,0.377658911830925,106,NA,NA,0.0183830589511504,NA,0.0183830589511504,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.46626164516229"
"2395","PstI.TP1050510","HM_1",6113,9,775588,0.000193749608492223,0.377658911830925,106,NA,NA,0.0262133247382339,NA,0.0262133247382339,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.92738357684624"
"2396","PstI.TP105142","GFW_1",4685,11,867,0.000767336260211498,0.119066412453917,106,NA,NA,0.0377713405239914,NA,0.0377713405239914,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.22019874821875"
"2397","PstI.TP1052144","GFW_1",4385,10,18057443,0.000108149018178316,0.427826631637025,106,NA,NA,0.0122292299262498,NA,0.0122292299262497,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.25413159946981"
"2398","PstI.TP1052144","GHW_1",5154,10,18057443,0.000126326219666451,0.427826631637025,106,NA,NA,0.0201723848464282,NA,0.0201723848464283,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.07021228135857"
"2399","PstI.TP1052144","HM_1",6529,10,18057443,0.001017633950742,0.427826631637025,106,NA,NA,0.0438263997866714,NA,0.0438263997866716,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.05312412703824"
"2400","PstI.TP1053336","ADD",3252,1,3955998,0.000143602926121433,0.309910890317094,112,NA,NA,0.0489257034268787,NA,0.0489257034268789,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.14231466893085"
"2401","PstI.TP1053379","GFW_1",4525,11,7313,0.000344855092525646,0.133385082434738,106,NA,NA,0.024319700261607,NA,0.024319700261607,"124+36088im","MLM+SUPER","PS_Y","GAPIT","7.37408644742859"
"2402","PstI.TP1054223","GFW_1",4508,11,7330,0.000310915046521817,0.328659423110565,106,NA,NA,0.0229114583726585,NA,0.0229114583726585,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.537041197493283"
"2403","PstI.TP1054223","GHW_1",5416,11,7330,0.000601356877711984,0.328659423110565,106,NA,NA,0.0368493718696335,NA,0.0368493718696335,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.316326382595116"
"2404","PstI.TP1054223","HM_1",6332,11,7330,0.000536187113764832,0.328659423110565,106,NA,NA,0.0339370721662312,NA,0.0339370721662312,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.670968284969309"
"2405","PstI.TP10552","GS",5741,11,79,0.00000777664441424017,0.11356484179268,114,NA,NA,0.00341591406669445,NA,0.00341591406669445,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.66161832572277"
"2406","PstI.TP1057007","GS",5760,11,7360,0.0000134976517978645,0.051251675767881,114,NA,NA,0.00453971022134843,NA,0.00453971022134843,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.08104110765041"
"2407","PstI.TP1057943","GFW_1",4749,11,7366,0.00101949296440909,0.135783837575554,106,NA,NA,0.0448747960206513,NA,0.0448747960206511,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00310676052100341"
"2408","PstI.TP1058943","GS",5769,11,7371,0.0000213353945467711,0.111854270281824,114,NA,NA,0.00643347977632175,NA,0.00643347977632176,"124+36088im","MLM+SUPER","PS_Y","GAPIT","2.99415907844134"
"2409","PstI.TP1059677","HM_1",6274,2,70210119,0.000409246416881495,0.134485826114418,106,NA,NA,0.0302907274809713,NA,0.0302907274809713,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.314187780977199"
"2410","PstI.TP1060464","ADD",3257,4,60920381,0.000154729970526728,0.0884288674819439,112,NA,NA,0.0495022688633926,NA,0.0495022688633925,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.36692058141724"
"2411","PstI.TP1060586","GS",5828,5,1906260,0.000173413698709593,0.0559982970533965,114,NA,NA,0.0310629107101192,NA,0.0310629107101191,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.28757810981584"
"2412","PstI.TP1060721","GFW_1",4792,11,7388,0.00120845593985872,0.20217253972333,106,NA,NA,0.0496128843916333,NA,0.0496128843916333,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00698986958464873"
"2413","PstI.TP1060928","GFW_1",4783,1,1054924,0.00116144135946724,0.274902487891017,106,NA,NA,0.0483638930543866,NA,0.0483638930543866,"124+36088im","MLM+SUPER","PS_Y","GAPIT","6.47696544354389"
"2414","PstI.TP1062164","GFW_1",4560,5,7943106,0.000432741053108093,0.462335327643656,106,NA,NA,0.0278262204441958,NA,0.0278262204441958,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.494353807001939"
"2415","PstI.TP1062164","GHW_1",5369,5,7943106,0.000501143393128128,0.462335327643656,106,NA,NA,0.0345157042547518,NA,0.0345157042547518,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.590100334428785"
"2416","PstI.TP1063157","GFW_1",4395,11,7405,0.000118733665176388,0.184790843539213,106,NA,NA,0.0128713180670965,NA,0.0128713180670965,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.05513018112935"
"2417","PstI.TP1063157","GHW_1",5510,11,7405,0.000851551961213582,0.184790843539213,106,NA,NA,0.0428092697888164,NA,0.0428092697888164,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.28621572406045"
"2418","PstI.TP1063866","GFW_1",4635,6,48356544,0.000634618976180803,0.495593549433272,106,NA,NA,0.0344170121159887,NA,0.0344170121159887,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.83900710301874"
"2419","PstI.TP1064114","FM_1",3698,7,1325659,0.0000533825434593081,0.160937426427967,106,NA,NA,0.048506759761062,NA,0.048506759761062,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.017815513997755"
"2420","PstI.TP1064114","GHW_1",5073,7,1325659,0.0000590316827935273,0.160937426427967,106,NA,NA,0.018658279113318,NA,0.018658279113318,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0108616488015076"
"2421","PstI.TP1064114","HM_1",5935,7,1325659,0.00000749589287137879,0.160937426427967,106,NA,NA,0.0136231758472965,NA,0.0136231758472966,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0345939920101177"
"2422","PstI.TP1065484","FD_50",3566,2,9592436,0.000158696083139167,0.351576834475235,106,NA,NA,0.0333058643605833,NA,0.0333058643605833,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.412769731918488"
"2423","PstI.TP1065484","FM_50",3781,2,9592436,0.000086828741143925,0.351576834475235,106,NA,NA,0.0303954742038845,NA,0.0303954742038846,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.622198338915076"
"2424","PstI.TP1065484","fprind",7471,2,9592436,0.000201103392959366,0.351576834475235,106,NA,NA,0.037955010150331,NA,0.037955010150331,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.423269752704668"
"2425","PstI.TP1065484","fprinW",7307,2,9592436,0.000312585146809279,0.351576834475235,106,NA,NA,0.044054163080859,NA,0.0440541630808591,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.453728651715666"
"2426","PstI.TP1065484","FW_50",4080,2,9592436,0.000198210797037079,0.351576834475235,106,NA,NA,0.0351342030369644,NA,0.0351342030369644,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.457385020081223"
"2427","PstI.TP1065484","GFW_1",4529,2,9592436,0.000353772619669398,0.351576834475235,106,NA,NA,0.0246616067314257,NA,0.0246616067314257,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.406025038297205"
"2428","PstI.TP1065484","GFW_50",4940,2,9592436,0.000208830639164474,0.351576834475235,106,NA,NA,0.0359686358832947,NA,0.0359686358832948,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.550311975997891"
"2429","PstI.TP1065484","GHW_1",5480,2,9592436,0.000766023338965039,0.351576834475235,106,NA,NA,0.0410119515804262,NA,0.0410119515804262,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.320983392042546"
"2430","PstI.TP1065484","HM_1",6085,2,9592436,0.000157323924228979,0.351576834475235,106,NA,NA,0.0250351473224202,NA,0.0250351473224202,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.327597895973478"
"2431","PstI.TP1066171","GS",5825,11,7428,0.00014921623223762,0.144282907136541,114,NA,NA,0.0273743960595925,NA,0.0273743960595925,"124+36088im","MLM+SUPER","PS_Y","GAPIT","9.17858044508815"
"2432","PstI.TP1068244","GFW_1",4455,7,46112945,0.000214271249791541,0.179738562091503,106,NA,NA,0.0186132184338784,NA,0.0186132184338784,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.78045302290164"
"2433","PstI.TP1068244","GHW_1",5331,7,46112945,0.000438644924450222,0.179738562091503,106,NA,NA,0.0337428689027267,NA,0.0337428689027267,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.72150705973597"
"2434","PstI.TP1068244","HM_1",6413,7,46112945,0.000704073544325808,0.179738562091503,106,NA,NA,0.0375034664386867,NA,0.0375034664386867,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.89802221963239"
"2435","PstI.TP1068503","GFW_1",4654,6,51040875,0.000672310280364609,0.082381385081241,106,NA,NA,0.0351727380627071,NA,0.0351727380627071,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.27632136384578"
"2436","PstI.TP1069273","FM_50",3738,4,1570159,0.0000252765005733668,0.324168421030273,106,NA,NA,0.0213904424529583,NA,0.0213904424529582,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.496842797931578"
"2437","PstI.TP1069273","FW_50",4129,4,1570159,0.000338849227952803,0.324168421030273,106,NA,NA,0.045123708863522,NA,0.045123708863522,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.699427930348159"
"2438","PstI.TP1069273","GFW_1",4483,4,1570159,0.000264507883907274,0.324168421030273,106,NA,NA,0.0209995243119246,NA,0.0209995243119246,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.625381482956089"
"2439","PstI.TP1069273","GFW_50",4963,4,1570159,0.000268925054245214,0.324168421030273,106,NA,NA,0.0412571922401692,NA,0.0412571922401693,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.00985560744908"
"2440","PstI.TP1069729","GS",5837,11,7448,0.0002269434811862,0.491170815131733,114,NA,NA,0.0384105502286373,NA,0.0384105502286372,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.47575005510465"
"2441","PstI.TP1070567","FD_50",3512,11,7457,0.000059505996680338,0.0717427479921369,106,NA,NA,0.021584446402884,NA,0.021584446402884,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.113931190366807"
"2442","PstI.TP1070567","fprind",7399,11,7457,0.0000531811508907936,0.0717427479921369,106,NA,NA,0.0208231986935683,NA,0.0208231986935683,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.107629287019016"
"2443","PstI.TP1070567","fprinW",7237,11,7457,0.000173595640024614,0.0717427479921369,106,NA,NA,0.0392595519000494,NA,0.0392595519000493,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.126054524016078"
"2444","PstI.TP1071480","Lg",6976,9,52135888,0.000171401526963365,0.381827971187578,114,NA,NA,0.0330628504290951,NA,0.033062850429095,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00539487145048184"
"2445","PstI.TP1071968","Lg",6986,2,72265698,0.00018881417090855,0.423654704619788,114,NA,NA,0.0339270613672254,NA,0.0339270613672253,"124+36088im","MLM+SUPER","PS_Y","GAPIT","1.00813347580018"
"2446","PstI.TP1072201","FD_50",3619,7,4673781,0.000282653109435812,0.393896511278823,106,NA,NA,0.0416579869266241,NA,0.0416579869266241,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00328197783186469"
"2447","PstI.TP1072201","fprind",7513,7,4673781,0.000317134049405245,0.393896511278823,106,NA,NA,0.0457853217127073,NA,0.0457853217127073,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0040063362638441"
"2448","PstI.TP1072201","FW_50",4081,7,4673781,0.000203634083740811,0.393896511278823,106,NA,NA,0.0358532654554123,NA,0.0358532654554123,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00656342506636441"
"2449","PstI.TP1072201","GFW_1",4295,7,4673781,0.0000399490006120744,0.393896511278823,106,NA,NA,0.00738043719758562,NA,0.00738043719758563,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0000530080843412016"
"2450","PstI.TP1072201","GFW_50",4972,7,4673781,0.000288355170682991,0.393896511278823,106,NA,NA,0.0419529596882982,NA,0.0419529596882982,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.000204555843270584"
"2451","PstI.TP1072201","GHW_1",5107,7,4673781,0.0000903127919156379,0.393896511278823,106,NA,NA,0.0201674952140825,NA,0.0201674952140825,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.00229777592740939"
"2452","PstI.TP1072201","HM_1",6072,7,4673781,0.000142184676237009,0.393896511278823,106,NA,NA,0.0245971166438046,NA,0.0245971166438047,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.000178729227567166"
"2453","PstI.TP1072201","HW_1",6767,7,4673781,0.000100077798106491,0.393896511278823,106,NA,NA,0.0320175726283619,NA,0.032017572628362,"124+36088im","MLM+SUPER","PS_Y","GAPIT","0.0166530186664344"
