"","SNP","Chromosome","Position","Trait.name","Method","QTN.effect","LOD.score","PVE","MAF","Genotype.for.code.1","Var_error","Var_phen..total.","Software","Ind.SNP","PS","P.value"
"541","PstI.TP897375",11,6255,"GHW_50","pLARmEB",-0.000053026,3.9577,0.00007264,0.0647,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000196245632417369
"551","PstI.TP1071296",11,7466,"GHW_50","pLARmEB",0.000098975,19.0548,0.0001,0.1293,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000000000000000743703799062715
"561","PstI.TP1159423",11,8140,"GHW_50","pLARmEB",0.0161,15.104,14.3446,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000000000000743532574648278
"571","NsiI.TP560012",11,16067,"GHW_50","pLARmEB",-0.0015,3.2336,0.1341,0.2802,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000113920006218652
"581","PstI.TP246329",3,29389536,"GHW_50","ISIS EM-BLASSO",-0.0001,3.2856,0.0001,0.0129,"A",0.0007,0.0016,"mrMLMM","F116+3098","PS_N",0.000100345984914784
"591","PstI.TP942201",6,51864974,"GHW_50","ISIS EM-BLASSO",-0.004,3.4085,0,0.1034,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000743703799062713
"601","PstI.TP532426",7,64966356,"GHW_50","ISIS EM-BLASSO",0.0145,5.6644,10.8855,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000326813508991548
"6121","PstI.TP1159423",11,8140,"GHW_50","ISIS EM-BLASSO",0.0118,4.4967,7.9153,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000535056938173137
"1103","PstI.TP532426",7,64966356,"GFW_50","mrMLM",0.0142,3.8439,14.5412,0.4605,"C",0.0006,0.0009,"mrMLMM","F116+3098","PS_N",0.0000258463963576984
"2100","PstI.TP1159423",11,8140,"GFW_50","mrMLM",0.0203,4.0783,32.3223,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000146656055527827
"3141","NsiI.TP499934",1,76362422,"GFW_50","pLARmEB",-0.0001,3.3532,0,0.2069,"G",0.0004,0.0009,"mrMLMM","F116+3098","PS_N",0.0000850942078987996
"4141","PstI.TP1231486",2,73904492,"GFW_50","pLARmEB",0.006,4.7348,3.5046,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000301995172040202
"5141","PstI.TP532669",4,3498516,"GFW_50","pLARmEB",0.0002,5.3895,0.0033,0.4741,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000629796147929517
"6131","PstI.TP935651",4,66370793,"GFW_50","pLARmEB",0.0098,8.4356,8.6658,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000458564045367465
"7121","NsiI.TP179941",8,55948810,"GFW_50","pLARmEB",-0.000026284,3.0701,0,0.0474,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000169902590267137
"8121","PstI.TP942201",6,51864974,"GFW_50","ISIS EM-BLASSO",-0.0049,3.2098,0,0.1034,"A",0.0002,0.0009,"mrMLMM","F116+3098","PS_N",0.000120725774433487
"9121","PstI.TP532426",7,64966356,"GFW_50","ISIS EM-BLASSO",0.0115,8.5579,12.1734,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000343716198617534
"1104","PstI.TP457393",1,60097068,"HM_1","mrMLM",-0.0354,3.6634,13.5109,0.2105,"C",0.0038,0.0061,"mrMLMM","F116+3098","PS_N",0.0000400313282178024
"2101","PstI.TP360841",2,2832783,"HM_1","mrMLM",0.0457,4.7495,10.8055,0.3991,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000291541242271075
"3151","NsiI.TP436966",3,208286,"HM_1","mrMLM",0.0567,3.1634,26.5804,0.1009,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000135238392525265
"4151","PstI.TP457393",1,60097068,"HM_1","FASTmrEMMA",-0.0631,4.5211,7.9596,0.2069,"C",0.0042,0.0061,"mrMLMM","F116+3098","PS_N",0.00000504661297563529
"5151","PstI.TP532426",7,64966356,"HM_1","pLARmEB",0.0281,3.25,10.8239,0.4698,"C",0.0033,0.0061,"mrMLMM","F116+3098","PS_N",0.000109446026781508
"6141","PstI.TP770895",1,13263569,"HM_1","ISIS EM-BLASSO",0.039,3.2775,0.8367,0.125,"A",0.0029,0.0061,"mrMLMM","F116+3098","PS_N",0.000102352864132879
"7131","PstI.TP457393",1,60097068,"HM_1","ISIS EM-BLASSO",-0.0214,3.6979,6.1153,0.2069,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000368128973642531
"8131","PstI.TP772632",2,65920887,"HM_1","ISIS EM-BLASSO",0.0358,4.54,18.0996,0.181,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000482169793900618
"9131","PstI.TP532426",7,64966356,"HM_1","ISIS EM-BLASSO",0.0309,7.6379,12.7082,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000301717152260177
"1105","PstI.TP629259",1,4276027,"FM_1","mrMLM",-0.0202,3.4532,9.9935,0.3772,"C",0.0008,0.0015,"mrMLMM","F116+3098","PS_N",0.0000667113915796648
"2102","PstI.TP935651",4,66370793,"FM_1","mrMLM",0.0211,4.8626,19.7124,0.2018,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000222279801356456
"3161","PstI.TP532426",7,64966356,"FM_1","mrMLM",0.0164,3.7673,10.8745,0.4605,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000311171633710602
"4161","PstI.TP1159423",11,8140,"FM_1","mrMLM",0.0221,5.7413,21.5188,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000272019476198437
"5161","PstI.TP457393",1,60097068,"FM_1","FASTmrEMMA",-0.0376,4.789,11.3015,0.2069,"C",0.001,0.0015,"mrMLMM","F116+3098","PS_N",0.00000265216170550788
"6151","NsiI.TP66747",11,9923,"FM_1","FASTmrEMMA",0.000019444,3.363,0.00000049147,0.0431,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000830998041044432
"7141","PstI.TP476949",1,5536792,"FM_1","pLARmEB",0.0003,3.186,0.0043,0.4871,"A",0.0007,0.0015,"mrMLMM","F116+3098","PS_N",0.00012796759265078
"8141","PstI.TP308053",1,8330660,"FM_1","pLARmEB",-0.0005,5.7105,0.0025,0.1078,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000292752087136944
"9141","NsiI.TP440927",1,20252244,"FM_1","pLARmEB",0.000032984,8.4591,0.000040988,0.0862,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000433910340592924
"10121","PstI.TP288641",1,27158173,"FM_1","pLARmEB",-0.0004,6.0493,0.0033,0.056,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000130617088813184
"11111","PstI.TP502131",1,59426545,"FM_1","pLARmEB",0.000014317,6.9501,0.0000022322,0.0216,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000153744645699169
"12111","PstI.TP457393",1,60097068,"FM_1","pLARmEB",-0.0083,6.6051,3.7787,0.2069,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000348578021056035
"13111","NsiI.TP117758",1,66087512,"FM_1","pLARmEB",-0.000014784,4.3497,0.0000019214,0.0172,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000762254505406106
"14111","PstI.TP548709",2,61335066,"FM_1","pLARmEB",0.000071498,4.0108,0.000044938,0.0603,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000017262353266051
"15111","PstI.TP772632",2,65920887,"FM_1","pLARmEB",0.0036,5.2163,0.7441,0.181,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000952796164023652
"16111","PstI.TP1231486",2,73904492,"FM_1","pLARmEB",0.0065,3.5913,2.7247,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000476869998101778
"1711","NsiI.TP436966",3,208286,"FM_1","pLARmEB",0.000085374,6.4693,0.0003,0.0991,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000481171615252163
"1811","PstI.TP1257104",3,2916484,"FM_1","pLARmEB",0.0004,3.4521,0.004,0.2543,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000668805752684925
"1911","PstI.TP41440",3,59899767,"FM_1","pLARmEB",-0.0008,6.1848,0.0218,0.0733,"G",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000946237161365793
"2011","PstI.TP1022061",3,61377198,"FM_1","pLARmEB",0.000058427,3.6285,0.000051109,0.1509,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000435712480503084
"21111","PstI.TP532669",4,3498516,"FM_1","pLARmEB",0.0014,4.9278,0.1006,0.4741,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000019010782799233
"22111","PstI.TP935651",4,66370793,"FM_1","pLARmEB",0.0101,8.5188,6.0493,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000376877317445347
"2311","PstI.TP716101",6,47677795,"FM_1","pLARmEB",0.0006,3.9924,0.0222,0.2155,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000180467914655672
"2411","NsiI.TP652621",6,56522972,"FM_1","pLARmEB",-0.0003,6.2601,0.0024,0.0776,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000791042832819084
"2511","PstI.TP939692",6,57716221,"FM_1","pLARmEB",-0.000012368,7.3493,0.0000016659,0.0216,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000597310294812136
"2611","PstI.TP450060",7,8209747,"FM_1","pLARmEB",-0.000032316,4.0954,0.0000023565,0.0991,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000140734313831835
"2711","NsiI.TP179941",8,55948810,"FM_1","pLARmEB",-0.000066959,3.258,0,0.0474,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00010732477829172
"2811","PstI.TP277254",9,815106,"FM_1","pLARmEB",0.000094493,8.3434,0,0.3276,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000570033002218961
"2911","PstI.TP248498",10,57422064,"FM_1","pLARmEB",-0.000016141,8.8025,0.0000028372,0.0216,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000019306342214162
"3021","PstI.TP65497",11,546,"FM_1","pLARmEB",-0.000017877,4.4918,0.00000072118,0.0302,"G",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000054150191895349
"3171","PstI.TP394317",11,3076,"FM_1","pLARmEB",0.000023007,5.0321,0.0000089737,0.0345,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000148081225526751
"3221","PstI.TP552710",11,4086,"FM_1","pLARmEB",0.000016844,12.2678,0,0.0216,"G",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000000056389728033495
"332","PstI.TP1124649",11,7892,"FM_1","pLARmEB",-0.0003,3.369,0.0004,0.0819,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000818841791900512
"342","PstI.TP1159423",11,8140,"FM_1","pLARmEB",0.0172,11.3948,17.589,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000000000436214401908048
"352","NsiI.TP622507",11,16837,"FM_1","pLARmEB",-0.000017498,3.4861,0.0000091021,0.0647,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000615743732557065
"362","PstI.TP576366",2,375350,"FM_1","ISIS EM-BLASSO",0.0009,4.9977,0.0185,0.0431,"A",0.0006,0.0015,"mrMLMM","F116+3098","PS_N",0.00000160805167218627
"372","PstI.TP568461",3,74315454,"FM_1","ISIS EM-BLASSO",0.0002,3.2896,0.0008,0.0259,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000993802305681118
"382","PstI.TP1159423",11,8140,"FM_1","ISIS EM-BLASSO",0.014,3.5851,11.7352,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000484060895610673
"1106","PstI.TP457393",1,60097068,"HM_50","mrMLM",-0.0114,3.4142,10.6034,0.2105,"C",0.0004,0.0008,"mrMLMM","F116+3098","PS_N",0.0000733499800401549
"2103","PstI.TP935651",4,66370793,"HM_50","mrMLM",0.0121,3.3104,13.0749,0.2018,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000944495732507707
"3181","PstI.TP532426",7,64966356,"HM_50","mrMLM",0.01,3.581,8.2891,0.4605,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000488990025046493
"4171","PstI.TP1159423",11,8140,"HM_50","mrMLM",0.0179,7.4915,28.6533,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000426579518801593
"5171","PstI.TP457393",1,60097068,"HM_50","FASTmrMLM",-0.0091,4.1697,8.4295,0.2069,"C",0.0004,0.0008,"mrMLMM","F116+3098","PS_N",0.0000117625098468472
"6161","PstI.TP457393",1,60097068,"HM_50","FASTmrEMMA",-0.024,5.3649,9.1872,0.2069,"C",0.0005,0.0008,"mrMLMM","F116+3098","PS_N",0.000000668036204679246
"7151","PstI.TP1159423",11,8140,"HM_50","FASTmrEMMA",0.0282,5.2921,11.5539,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000794877126788724
"8151","PstI.TP935651",4,66370793,"HM_50","pLARmEB",0.0083,6.6451,7.5431,0.2069,"A",0.0004,0.0008,"mrMLMM","F116+3098","PS_N",0.0000000316956746304349
"9151","PstI.TP532426",7,64966356,"HM_50","pLARmEB",0.0095,3.4823,9.0393,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000621441139166848
"1107","PstI.TP532426",7,64966356,"FM_50","mrMLM",0.0095,4.1341,15.4477,0.4605,"C",0.0003,0.0004,"mrMLMM","F116+3098","PS_N",0.0000128174018355409
"2104","PstI.TP1159423",11,8140,"FM_50","mrMLM",0.0132,4.2167,32.293,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000105026767734071
"3191","PstI.TP457393",1,60097068,"FM_50","FASTmrEMMA",-0.0099,3.8271,3.133,0.2069,"C",0.0003,0.0004,"mrMLMM","F116+3098","PS_N",0.0000269215462407529
"4181","PstI.TP1159423",11,8140,"FM_50","FASTmrEMMA",0.0177,4.0221,9.071,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000167996409548481
"7161","NsiI.TP210953",1,17586467,"FM_50","ISIS EM-BLASSO",-0.001,4.3591,0,0.0474,"C",0.0001,0.0004,"mrMLMM","F116+3098","PS_N",0.00000745246594251514
"721","PstI.TP1134497",1,53143016,"FM_50","ISIS EM-BLASSO",0.0022,4.3037,0.9583,0.4828,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000851530092020945
"731","NsiI.TP499934",1,76362422,"FM_50","ISIS EM-BLASSO",-0.0033,3.1701,0,0.2069,"G",NA,NA,"mrMLMM","F116+3098","PS_N",0.000133045441797809
"741","PstI.TP245404",1,79960134,"FM_50","ISIS EM-BLASSO",-0.004,5.4386,0,0.1552,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000560144401928535
"751","PstI.TP568461",3,74315454,"FM_50","ISIS EM-BLASSO",0.0007,3.8912,0.0239,0.0259,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000230515429444259
"761","PstI.TP532669",4,3498516,"FM_50","ISIS EM-BLASSO",0.0035,7.2306,2.334,0.4741,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000791042832819082
"771","PstI.TP935651",4,66370793,"FM_50","ISIS EM-BLASSO",0.0041,4.8788,3.9728,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000213796208950223
"781","PstI.TP532426",7,64966356,"FM_50","ISIS EM-BLASSO",0.0066,3.3017,9.3253,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000964717151896167
"791","PstI.TP1107519",9,3315165,"FM_50","ISIS EM-BLASSO",0.0009,3.5115,0.0614,0.0431,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000057889526856566
"801","PstI.TP1159423",11,8140,"FM_50","ISIS EM-BLASSO",0.006,7.5163,8.4933,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000402346288990231
"1108","PstI.TP1040729",4,54844080,"TFN","mrMLM",1.0539,4.5951,15.7497,0.2237,"A",2.2801,2.8073,"mrMLMM","F116+3098","PS_N",0.00000422376745949809
"2105","PstI.TP1040729",4,54844080,"TFN","FASTmrMLM",0.7965,5.0961,8.7373,0.2198,"A",1.9788,2.8073,"mrMLMM","F116+3098","PS_N",0.00000127028157838881
"3201","PstI.TP1071296",11,7466,"TFN","FASTmrEMMA",2.1637,4.0174,12.307,0.1293,"C",1.9768,2.8073,"mrMLMM","F116+3098","PS_N",0.0000169902590267137
"4191","PstI.TP65271",3,2656013,"TFN","pLARmEB",-0.8243,4.9312,2.8018,0.1466,"G",1.6065,2.8073,"mrMLMM","F116+3098","PS_N",0.00000188581896949041
"5181","PstI.TP1123380",3,3557266,"TFN","pLARmEB",-0.9291,3.7846,6.0625,0.4957,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000298400811593022
"6171","PstI.TP647611",4,59195320,"TFN","pLARmEB",-1.1711,6.3362,0,0.1509,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000006602372147378
"7171","PstI.TP745785",6,45615805,"TFN","pLARmEB",-0.5868,4.8094,10.1247,0.3922,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000252522453344769
"816","PstI.TP55941",6,51146867,"TFN","pLARmEB",-0.7156,4.3564,15.6864,0.2543,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000750066898736068
"9161","PstI.TP65271",3,2656013,"TFN","ISIS EM-BLASSO",-0.7312,3.2831,2.5363,0.1466,"G",1.6891,2.8073,"mrMLMM","F116+3098","PS_N",0.000100948530189857
"10131","PstI.TP745785",6,45615805,"TFN","ISIS EM-BLASSO",-0.6339,5.6997,13.5965,0.3922,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000300400049572423
"11121","PstI.TP55941",6,51146867,"TFN","ISIS EM-BLASSO",-0.7605,4.3134,20.3794,0.2543,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000083195531384002
"1109","PstI.TP532426",7,64966356,"fprind","mrMLM",0.224,5.4453,14.0934,0.4605,"C",0.1572,0.2312,"mrMLMM","F116+3098","PS_N",0.000000551315242739588
"2106","PstI.TP1159423",11,8140,"fprind","mrMLM",0.3265,5.3819,32.6524,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000641357237545859
"3231","PstI.TP457393",1,60097068,"fprind","FASTmrEMMA",-0.3953,3.3669,8.178,0.2069,"C",0.1577,0.2312,"mrMLMM","F116+3098","PS_N",0.0000823000312277345
"4201","PstI.TP1231486",2,73904492,"fprind","pLARmEB",0.1967,4.8824,12.1618,0.2586,"A",0.124,0.2312,"mrMLMM","F116+3098","PS_N",0.00000211982495280645
"519","PstI.TP532426",7,64966356,"fprind","pLARmEB",0.2215,7.8405,13.1049,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000186939036513748
"618","PstI.TP1159423",11,8140,"fprind","pLARmEB",0.288,7.4701,24.1413,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000448745389933131
"7181","PstI.TP457393",1,60097068,"fprind","ISIS EM-BLASSO",-0.1568,4.0604,6.6723,0.2069,"C",0.1142,0.2312,"mrMLMM","F116+3098","PS_N",0.0000153144004819003
"817","PstI.TP1231486",2,73904492,"fprind","ISIS EM-BLASSO",0.1992,3.7813,12.6818,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000300746097073194
"9171","PstI.TP532426",7,64966356,"fprind","ISIS EM-BLASSO",0.1865,9.0903,9.4356,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000000980166826866286
"10141","PstI.TP1159423",11,8140,"fprind","ISIS EM-BLASSO",0.2991,5.5124,26.4695,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000046967776419023
"11131","PstI.TP532426",7,64966356,"fprinW","mrMLM",0.0296,3.7228,14.0787,0.4605,"C",0.0028,0.004,"mrMLMM","F116+3098","PS_N",0.0000346577208993548
"2107","PstI.TP1159423",11,8140,"fprinW","mrMLM",0.0431,4.1442,32.5659,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000125083492837407
"3241","PstI.TP457393",1,60097068,"fprinW","FASTmrEMMA",-0.053,5.1815,8.4104,0.2069,"C",0.0027,0.004,"mrMLMM","F116+3098","PS_N",0.00000103561897704499
"4221","PstI.TP1159423",11,8140,"fprinW","FASTmrEMMA",0.0478,3.6423,6.231,0.3966,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000421405306391286
"520","PstI.TP288641",1,27158173,"fprinW","pLARmEB",-0.0011,3.5457,0.0114,0.056,"A",0.0019,0.004,"mrMLMM","F116+3098","PS_N",0.0000532721224322962
"619","PstI.TP1231486",2,73904492,"fprinW","pLARmEB",0.0188,6.5847,8.2127,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000365847422793971
"719","PstI.TP568461",3,74315454,"fprinW","pLARmEB",0.000028032,4.6408,0.000003666,0.0259,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000378442584717094
"818","PstI.TP935651",4,66370793,"fprinW","pLARmEB",0.0186,5.29,7.4627,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000798913941667404
"9181","PstI.TP939692",6,57716221,"fprinW","pLARmEB",-0.000010151,6.1308,0.00000040423,0.0216,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000107596959720769
"10151","PstI.TP1254872",7,56573064,"fprinW","pLARmEB",-0.000026582,3.3348,0.0000062334,0.0819,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000890020479625525
"11141","PstI.TP935651",4,66370793,"fprinW","ISIS EM-BLASSO",0.0192,4.0557,8.1145,0.2069,"A",0.0019,0.004,"mrMLMM","F116+3098","PS_N",0.0000154881661891248
"12121","PstI.TP532426",7,64966356,"fprinW","ISIS EM-BLASSO",0.0264,6.2254,14.0502,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000000859211339452084
"11151","PstI.TP457393",1,60097068,"fprinGW","mrMLM",-0.0224,3.4297,11.6438,0.2105,"C",0.0018,0.003,"mrMLMM","F116+3098","PS_N",0.0000706317554262962
"2108","PstI.TP532426",7,64966356,"fprinGW","mrMLM",0.0207,4.0174,9.9235,0.4605,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000169902590267137
"3251","PstI.TP1159423",11,8140,"fprinGW","mrMLM",0.0334,5.0984,28.2732,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000126328110380736
"4231","PstI.TP352846",1,71717994,"fprinGW","pLARmEB",0.0032,3.7706,0.3325,0.2759,"C",0.0013,0.003,"mrMLMM","F116+3098","PS_N",0.0000308673964568386
"522","PstI.TP772632",2,65920887,"fprinGW","pLARmEB",0.0028,7.7405,0.2344,0.181,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000000236755458151768
"620","PstI.TP1231486",2,73904492,"fprinGW","pLARmEB",0.016,4.2931,8.415,0.2586,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000873574603972152
"720","PstI.TP325958",3,54129415,"fprinGW","pLARmEB",-0.0056,4.2676,1.0468,0.2931,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000928966386779936
"819","PstI.TP568461",3,74315454,"fprinGW","pLARmEB",0.00002774,4.0239,0.0000050765,0.0259,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000167263045465956
"9191","PstI.TP935651",4,66370793,"fprinGW","pLARmEB",0.0156,3.2602,7.3586,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.000106757894509949
"10161","NsiI.TP652621",6,56522972,"fprinGW","pLARmEB",-0.000025019,3.1776,0.000011037,0.0776,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000130617088813184
"11161","NsiI.TP179941",8,55948810,"fprinGW","pLARmEB",-0.000052192,5.5342,0,0.0474,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000445861527948071
"12131","PstI.TP1107519",9,3315165,"fprinGW","pLARmEB",0.000048283,3.8377,0.0000247,0.0431,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000262361436429592
"13121","PstI.TP1071296",11,7466,"fprinGW","pLARmEB",0.000028748,3.0399,0.000005452,0.1293,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00018293634592931
"14121","NsiI.TP560012",11,16067,"fprinGW","pLARmEB",-0.0019,4.7713,0.1188,0.2802,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000276694164541151
"15121","PstI.TP532426",7,64966356,"fprinGW","ISIS EM-BLASSO",0.0191,4.6776,10.1386,0.4698,"C",0.0009,0.003,"mrMLMM","F116+3098","PS_N",0.00000346497415828929
"11171","PstI.TP532426",7,64966356,"fprinM","mrMLM",0.042,3.4018,13.4175,0.4605,"C",0.006,0.0086,"mrMLMM","F116+3098","PS_N",0.0000755962060338921
"2109","PstI.TP1159423",11,8140,"fprinM","mrMLM",0.0621,3.8624,31.8779,0.4035,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000247172414501613
"3261","PstI.TP457393",1,60097068,"fprinM","FASTmrMLM",-0.0292,4.2172,8.206,0.2069,"C",0.0053,0.0086,"mrMLMM","F116+3098","PS_N",0.0000104881768077499
"4241","PstI.TP457393",1,60097068,"fprinM","FASTmrEMMA",-0.0775,4.7222,8.4344,0.2069,"C",0.0059,0.0086,"mrMLMM","F116+3098","PS_N",0.00000311243291876751
"523","PstI.TP457393",1,60097068,"fprinM","pLARmEB",-0.0272,4.6039,6.9632,0.2069,"C",0.0045,0.0086,"mrMLMM","F116+3098","PS_N",0.00000413523314347606
"621","PstI.TP532426",7,64966356,"fprinM","pLARmEB",0.0348,5.9876,11.3621,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.000000151286438819293
"722","PstI.TP576366",2,375350,"fprinM","ISIS EM-BLASSO",0.000028239,3.5171,0.000002914,0.0431,"A",0.0042,0.0086,"mrMLMM","F116+3098","PS_N",0.0000571084009530016
"820","PstI.TP935651",4,66370793,"fprinM","ISIS EM-BLASSO",0.0157,4.9286,2.5727,0.2069,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000189757958772085
"9201","PstI.TP532426",7,64966356,"fprinM","ISIS EM-BLASSO",0.0429,4.8748,17.6816,0.4698,"C",NA,NA,"mrMLMM","F116+3098","PS_N",0.00000215873831601281
"11181","PstI.TP1040729",4,54844080,"FNMain","mrMLM",0.8944,6.27,12.8251,0.2277,"A",1.2703,2.2279,"mrMLMM","F116+3098","PS_N",0.0000000772680585095702
"21121","PstI.TP651320",5,35481232,"FNMain","mrMLM",-0.9037,3.7735,32.4004,0.2545,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000306549067942579
"3271","NsiI.TP648509",10,41353679,"FNMain","mrMLM",-1.2644,4.0668,4.3732,0.0625,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000150799534180179
"4251","PstI.TP1040729",4,54844080,"FNMain","FASTmrMLM",0.8152,5.2957,11.5587,0.2237,"A",1.3816,2.2279,"mrMLMM","F116+3098","PS_N",0.000000788133885093417
"524","PstI.TP651320",5,35481232,"FNMain","FASTmrMLM",-0.7747,3.6976,25.8286,0.2544,"A",NA,NA,"mrMLMM","F116+3098","PS_N",0.0000368468189147868
